순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
819,252420,RISE 200선물인버스2X,K Market,-2X,72.0,671968,48000000.0,-11.11,-4.0,-14.29,0.0,-74.83,-94.01,-97.2
820,0051A0,KoAct 브로드컴밸류체인액티브,K Market,1X,24460.0,1901,46000000.0,,,,-15.7572,,,
821,399580,RISE 글로벌클린에너지,K Market,1X,9340.0,4919,45000000.0,,,,-25.9924,,,
822,253250,KIWOOM 200선물레버리지,K Market,2X,106740.0,417,44000000.0,13.31,0.87,10.83,-41.87,53.13,337.58,617.39
823,269420,KODEX S&P글로벌인프라(합성),K Market,1X,21100.0,2109,44000000.0,,,,-15.2594,,,
824,494210,SOL 미국500타겟데일리커버드콜액티브,K Market,1X,10820.0,4154,44000000.0,,,,-6.4183,,,
825,241390,RISE V&S셀렉트밸류채권혼합,K Market,1X,15875.0,2731,43000000.0,,,,-1.7311,,,
826,0107F0,KIWOOM 미국고배당&AI테크,K Market,1X,11060.0,3942,43000000.0,,,,-8.6705,,,
827,410870,TIME K컬처액티브,K Market,1X,9000.0,4818,43000000.0,,,,-11.7909,,,
828,385600,ACE 2차전지&친환경차액티브,K Market,1X,11555.0,3699,42000000.0,,,,-10.3113,,,
829,0191B0,MIDAS 코스닥액티브,K Market,1X,31345.0,1312,42000000.0,,,,-3.1645,,,
830,332940,HANARO MSCI Korea TR,K Market,1X,50240.0,832,41000000.0,,,,-15.3298,,,
831,0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),K Market,1X,10580.0,3882,41000000.0,,,,8.0574,,,
832,239660,PLUS 우량회사채50,K Market,1X,121800.0,337,41000000.0,,,,0.6693,,,
833,487910,ACE 인도컨슈머파워액티브,K Market,1X,8010.0,5196,41000000.0,,,,-12.8945,,,
834,225800,KIWOOM 미국달러선물레버리지,K Market,2X,14515.0,2833,40000000.0,-1.56,3.05,-3.91,-21.96,-19.14,-1.65,18.12
835,280930,KODEX 미국러셀2000(H),K Market,1X,16220.0,2493,40000000.0,,,,-2.8878,,,
836,276000,TIGER 글로벌자원생산기업(합성 H),K Market,1X,20645.0,1921,39000000.0,,,,9.2524,,,
837,0079X0,ACE BYD밸류체인액티브,K Market,1X,9430.0,4214,39000000.0,,,,-17.5354,,,
838,230480,KIWOOM 미국달러선물인버스2X,K Market,-2X,4790.0,7957,38000000.0,1.38,-3.04,3.79,27.9,22.04,-0.31,-17.06
839,0007G0,PLUS 글로벌원자력밸류체인,K Market,1X,12830.0,2984,38000000.0,,,,-19.7837,,,
840,485810,TIME 글로벌바이오액티브,K Market,1X,11540.0,3322,38000000.0,,,,8.8495,,,
841,253160,PLUS 200선물인버스2X,K Market,-2X,140.0,276335,38000000.0,-11.95,-3.45,-13.04,-2.1,-75.95,-94.29,-97.33
842,495040,PLUS 코리아밸류업,K Market,1X,32445.0,1133,37000000.0,,,,-14.4067,,,
843,166400,TIGER 200커버드콜OTM,K Market,1X,25200.0,1476,37000000.0,,,,9.8988,,,
844,325010,KODEX 성장주,K Market,1X,44385.0,815,36000000.0,,,,-16.3972,,,
845,0086C0,TIGER 리츠부동산인프라10채권혼합액티브,K Market,1X,9810.0,3730,36000000.0,,,,0.765,,,
846,306950,KODEX KRX300레버리지,K Market,2X,81700.0,450,36000000.0,12.27,1.02,10.28,-42.52,40.41,291.75,505.19
847,0061Z0,RISE 단기특수은행채액티브,K Market,1X,51085.0,714,36000000.0,,,,0.7889,,,
848,0191S0,IBK 코스닥150,K Market,1X,14075.0,2561,36000000.0,,,,-10.8193,,,
849,461600,SOL 미국30년국채액티브(H),K Market,1X,8275.0,4349,36000000.0,,,,-4.037,,,
850,463640,KODEX 미국S&P500유틸리티,K Market,1X,12825.0,2848,36000000.0,,,,-17.0937,,,
851,220130,SOL 차이나강소기업CSI500(합성 H),K Market,1X,6930.0,5085,35000000.0,,,,-7.9599,,,
852,0221V0,IBK 초단기채권액티브,K Market,1X,100675.0,349,35000000.0,,,,,,,
853,332620,PLUS 미국장기우량회사채,K Market,1X,86485.0,412,35000000.0,,,,-14.9019,,,
854,403790,MIDAS 코스피액티브,K Market,1X,58970.0,592,35000000.0,,,,-13.1306,,,
855,385540,RISE 종합채권(A-이상)액티브,K Market,1X,102755.0,333,34000000.0,,,,-0.2471,,,
856,453630,KODEX 미국S&P500필수소비재,K Market,1X,11805.0,2913,34000000.0,,,,-9.5629,,,
857,498050,HANARO 바이오코리아액티브,K Market,1X,9685.0,3543,34000000.0,,,,-17.3932,,,
858,404120,TIME K신재생에너지액티브,K Market,1X,24605.0,1352,33000000.0,,,,-12.1904,,,
859,0050E0,PLUS 미국AI에이전트,K Market,1X,8235.0,4070,33000000.0,,,,4.939,,,
860,0138D0,RISE 동학개미,K Market,1X,13055.0,2540,33000000.0,,,,-13.9566,,,
861,250730,RISE 차이나HSCEI(H),K Market,1X,9870.0,3398,33000000.0,,,,5.8662,,,
862,0174R0,KIWOOM 미국성장다우존스,K Market,1X,11375.0,2986,33000000.0,,,,-2.6849,,,
863,0094X0,1Q 샤오미밸류체인액티브,K Market,1X,8290.0,4061,33000000.0,,,,-8.4619,,,
864,099140,KODEX 차이나H,K Market,1X,20820.0,1626,33000000.0,,,,-4.5808,,,
865,437370,RISE 글로벌농업경제,K Market,1X,10450.0,3166,32000000.0,,,,-2.5086,,,
866,304770,HANARO 코스닥150,K Market,1X,13915.0,2313,32000000.0,,,,-11.4796,,,
867,245360,TIGER 차이나HSCEI,K Market,1X,11965.0,2721,32000000.0,,,,-4.3234,,,
868,238670,PLUS 스마트베타Quality채권혼합,K Market,1X,13555.0,2416,32000000.0,,,,3.2036,,,
869,0102X0,ACE 유럽방산TOP10,K Market,1X,8980.0,3684,32000000.0,,,,-10.1661,,,
870,371150,RISE 차이나항셍테크,K Market,1X,6435.0,5068,32000000.0,,,,-12.797,,,
871,461900,PLUS 미국테크TOP10,K Market,1X,23055.0,1408,32000000.0,,,,0.371,,,
872,434960,DAISHIN K200,K Market,1X,112760.0,288,32000000.0,,,,-14.9434,,,
873,300640,RISE 게임테마,K Market,1X,6305.0,5137,32000000.0,,,,-0.4744,,,
874,459560,KODEX 테슬라밸류체인FactSet,K Market,1X,21785.0,1442,31000000.0,,,,-18.8062,,,
875,136340,RISE 중기우량회사채,K Market,1X,103960.0,295,30000000.0,,,,0.4133,,,
876,432840,HANARO 미국S&P500,K Market,1X,19600.0,1551,30000000.0,,,,-7.3693,,,
877,387280,TIGER 퓨처모빌리티액티브,K Market,1X,11580.0,2602,30000000.0,,,,-11.8051,,,
878,0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),K Market,1X,10545.0,2862,30000000.0,,,,-0.9835,,,
879,428560,KODEX 미국ETF산업Top10 Indxx,K Market,1X,15430.0,1939,29000000.0,,,,-4.7127,,,
880,0097L0,KIWOOM 한국고배당&미국AI테크,K Market,1X,12485.0,2336,29000000.0,,,,-1.9985,,,
881,292160,TIGER KRX300,K Market,1X,49455.0,589,29000000.0,,,,-15.1799,,,
882,411540,SOL 200 Top10,K Market,1X,17065.0,1735,29000000.0,,,,-16.461,,,
883,429740,PLUS K리츠,K Market,1X,6120.0,4553,28000000.0,,,,4.4604,,,
884,483020,KIWOOM 의료AI,K Market,1X,8950.0,3220,28000000.0,,,,-1.4318,,,
885,483030,KIWOOM 미국블록버스터바이오테크의약품+,K Market,1X,11590.0,2491,28000000.0,,,,-2.4234,,,
886,150460,TIGER 중국소비테마,K Market,1X,7340.0,3841,28000000.0,,,,7.9025,,,
887,213630,PLUS 미국다우존스고배당주(합성 H),K Market,1X,20455.0,1412,28000000.0,,,,6.6369,,,
888,156080,KODEX MSCI Korea,K Market,1X,53195.0,535,28000000.0,,,,-14.69,,,
889,236350,TIGER 인도니프티50레버리지(합성),K Market,2X,24595.0,1142,27000000.0,0.72,-0.16,-11.64,-30.26,-21.96,-35.75,-12.13
890,414270,ACE 글로벌자율주행액티브,K Market,1X,11605.0,2373,27000000.0,,,,-17.0593,,,
891,334690,RISE 팔라듐선물(H),K Market,1X,5835.0,4629,27000000.0,,,,3.8222,,,
892,461450,KODEX 코스닥글로벌,K Market,1X,15110.0,1804,27000000.0,,,,-9.1958,,,
893,413220,SOL 차이나태양광CSI(합성),K Market,1X,4370.0,6064,26000000.0,,,,-28.5479,,,
894,117690,TIGER 차이나항셍30,K Market,1X,19190.0,1397,26000000.0,,,,-4.5673,,,
895,332610,PLUS 미국단기회사채(AAA~A),K Market,1X,123100.0,212,26000000.0,,,,-11.4861,,,
896,183710,RISE 주식혼합,K Market,1X,95190.0,279,26000000.0,,,,-10.7556,,,
897,223190,KODEX 200가치저변동,K Market,1X,28055.0,947,26000000.0,,,,-5.3484,,,
898,304780,HANARO 200선물레버리지,K Market,2X,132265.0,192,25000000.0,13.15,0.97,10.89,-41.78,52.85,339.2,626.73
899,356540,ACE 종합채권(AA-이상)액티브,K Market,1X,101130.0,251,25000000.0,,,,-0.1628,,,
900,463690,KODEX 미국S&P500커뮤니케이션,K Market,1X,18060.0,1448,25000000.0,,,,-4.2553,,,
901,477730,KODEX 인도타타그룹,K Market,1X,7085.0,3506,24000000.0,,,,-14.0373,,,
902,460660,RISE 미국S&P배당킹,K Market,1X,11305.0,2151,24000000.0,,,,-7.8154,,,
903,471460,KIWOOM 국고채30년액티브,K Market,1X,45090.0,545,24000000.0,,,,-3.2553,,,
904,0028X0,KODEX 미국금융테크액티브,K Market,1X,11270.0,2108,23000000.0,,,,-1.3741,,,
905,0221Z0,ACE K바이오코스닥액티브,K Market,1X,8900.0,2469,22000000.0,,,,,,,
906,0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,K Market,1X,10050.0,2278,22000000.0,,,,0.9031,,,
907,253290,RISE 헬스케어채권혼합,K Market,1X,11355.0,2000,22000000.0,,,,-1.9777,,,
908,354240,RISE 미국고정배당우선증권,K Market,1X,10260.0,2197,22000000.0,,,,-12.6964,,,
909,130730,KIWOOM 단기자금,K Market,1X,103150.0,212,21000000.0,,,,0.6832,,,
910,252650,KODEX 200동일가중,K Market,1X,18470.0,1146,21000000.0,,,,0.3373,,,
911,237440,TIGER 경기방어채권혼합,K Market,1X,10150.0,2081,21000000.0,,,,1.354,,,
912,0091M0,HANARO 27-06 회사채(AA-이상)액티브,K Market,1X,10160.0,2098,21000000.0,,,,0.594,,,
913,446700,RISE 배터리 리사이클링,K Market,1X,10210.0,2136,21000000.0,,,,1.442,,,
914,0113G0,KoAct 미국바이오헬스케어액티브,K Market,1X,11280.0,1752,20000000.0,,,,5.28,,,
915,244660,KODEX 퀄리티Plus,K Market,1X,9260.0,2198,20000000.0,,,,5.2691,,,
916,412560,TIGER BBIG레버리지,K Market,2X,1517.0,13508,20000000.0,-3.99,-10.76,-16.28,-16.46,-24.71,-32.85,-43.67
917,114470,KIWOOM 국고채3년,K Market,1X,107240.0,193,20000000.0,,,,0.3898,,,
918,0238C0,IBK 한미대표기업TOP2+채권혼합50액티브,K Market,1X,10110.0,1945,19000000.0,,,,,,,
919,244620,KODEX 모멘텀Plus,K Market,1X,20735.0,942,19000000.0,,,,-12.3116,,,
920,0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,K Market,1X,6585.0,2923,19000000.0,,,,-11.9389,,,
921,168580,ACE 중국본토CSI300,K Market,1X,33810.0,575,19000000.0,,,,-17.7477,,,
922,488720,WON 종합채권(AA-이상)액티브,K Market,1X,48555.0,407,19000000.0,,,,-0.0822,,,
923,436140,SOL 종합채권(AA-이상)액티브,K Market,1X,106175.0,183,19000000.0,,,,-0.0189,,,
924,0065G0,KODEX 차이나테크TOP10,K Market,1X,8500.0,2348,19000000.0,,,,-10.2438,,,
925,453660,KODEX 미국S&P500경기소비재,K Market,1X,16505.0,1198,19000000.0,,,,-12.5884,,,
926,455960,RISE 미국달러SOFR금리액티브(합성),K Market,1X,11945.0,1620,19000000.0,,,,-10.6095,,,
927,226980,KODEX 200 중소형,K Market,1X,22860.0,820,18000000.0,,,,-1.261,,,
928,395280,HANARO Fn K-게임,K Market,1X,3445.0,5581,18000000.0,,,,-5.0992,,,
929,276650,RISE 글로벌테크놀로지(합성 H),K Market,1X,48535.0,376,18000000.0,,,,3.3674,,,
930,435550,KIWOOM TDF2050액티브 적격,K Market,1X,17570.0,1030,18000000.0,,,,-9.8036,,,
931,269530,PLUS S&P글로벌인프라,K Market,1X,18995.0,987,18000000.0,,,,-16.6444,,,
932,0222F0,마이티 AI데이터센터밸류체인,K Market,1X,13205.0,1376,18000000.0,,,,,,,
933,411860,KIWOOM 독일DAX,K Market,1X,16280.0,1122,18000000.0,,,,-9.0124,,,
934,0016X0,SOL 중단기회사채(A-이상)액티브,K Market,1X,51510.0,336,17000000.0,,,,0.8614,,,
935,0226D0,FOCUS 금융반도체지주채권혼합50액티브,K Market,1X,10270.0,1693,17000000.0,,,,,,,
936,256450,PLUS 심천차이넥스트(합성),K Market,1X,14775.0,1211,17000000.0,,,,-28.6976,,,
937,138230,KIWOOM 미국달러선물,K Market,1X,15975.0,1050,16000000.0,,,,-11.2043,,,
938,0093B0,RISE 엔비디아고정테크100,K Market,1X,12845.0,1285,16000000.0,,,,-3.9864,,,
939,270800,RISE KQ고배당,K Market,1X,15530.0,1035,16000000.0,,,,1.2911,,,
940,354350,HANARO 글로벌럭셔리S&P(합성),K Market,1X,17860.0,951,16000000.0,,,,-19.0217,,,
941,169950,KODEX 차이나A50,K Market,1X,25030.0,654,16000000.0,,,,-15.5976,,,
942,196030,ACE 일본TOPIX레버리지(H),K Market,2X,91350.0,181,16000000.0,3.44,3.92,1.83,7.19,39.89,69.44,209.68
943,0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,K Market,1X,10940.0,1532,16000000.0,,,,-7.3953,,,
944,463300,RISE 중국본토CSI300,K Market,1X,12935.0,1220,15000000.0,,,,-16.0875,,,
945,429010,TIGER 미국나스닥넥스트100,K Market,1X,19150.0,818,15000000.0,,,,-7.5085,,,
946,108450,ACE 삼성그룹섹터가중,K Market,1X,40295.0,376,15000000.0,,,,-9.6026,,,
947,419430,KODEX 차이나2차전지MSCI(합성),K Market,1X,8425.0,1864,15000000.0,,,,-29.2445,,,
948,0087F0,ACE 차이나AI빅테크TOP2+액티브,K Market,1X,11635.0,1294,14000000.0,,,,-16.7398,,,
949,461910,PLUS 미국테크TOP10레버리지(합성),K Market,2X,38610.0,380,14000000.0,9.1,11.56,10.28,-2.99,21.05,18.77,289.96
950,167860,KIWOOM 국고채10년레버리지,K Market,2X,91645.0,158,14000000.0,2.72,-0.22,-0.4,-1.66,-4.39,-17.46,0.68
951,0127P0,ACE 미국대형성장주액티브,K Market,1X,10580.0,1377,14000000.0,,,,-9.2721,,,
952,105780,RISE 5대그룹주,K Market,1X,16720.0,840,14000000.0,,,,-19.4965,,,
953,0127M0,ACE 미국대형가치주액티브,K Market,1X,12125.0,1162,13000000.0,,,,-9.5924,,,
954,497520,ACE 일라이릴리밸류체인,K Market,1X,12845.0,1033,13000000.0,,,,2.5059,,,
955,469790,KIWOOM 코리아테크TOP10,K Market,1X,44105.0,305,13000000.0,,,,-16.0167,,,
956,252410,RISE 200선물인버스,K Market,-1X,1254.0,10535,13000000.0,-6.35,-1.26,-6.56,7.92,-43.13,-70.77,-78.56
957,0082F0,HANARO 유럽방산,K Market,1X,10000.0,1389,13000000.0,,,,-8.4293,,,
958,174360,RISE 중국본토대형주CSI100,K Market,1X,22700.0,599,13000000.0,,,,-18.4493,,,
959,229720,KODEX KTOP30,K Market,1X,37815.0,364,13000000.0,,,,-12.0268,,,
960,0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,K Market,1X,7060.0,1740,12000000.0,,,,-13.1873,,,
961,461460,PLUS 국고채10년액티브,K Market,1X,51150.0,236,12000000.0,,,,-0.543,,,
962,140950,파워 코스피100,K Market,1X,88065.0,140,12000000.0,,,,-15.8268,,,
963,266390,KODEX 경기소비재,K Market,1X,15085.0,828,12000000.0,,,,-4.5018,,,
964,487920,ACE 인도시장대표BIG5그룹액티브,K Market,1X,7540.0,1677,12000000.0,,,,-14.3019,,,
965,453820,KODEX 인도Nifty50레버리지(합성),K Market,2X,10470.0,1236,12000000.0,0.38,1.21,-9.55,-27.42,-19.06,-34.33,-8.99
966,492500,1Q 현대차그룹채권(A+이상)&국고통안,K Market,1X,51315.0,246,12000000.0,,,,0.5877,,,
967,0208N0,IBK 코스피액티브,K Market,1X,7795.0,1560,12000000.0,,,,-17.6533,,,
968,0026E0,KODEX 미국S&P500버퍼3월액티브,K Market,1X,11600.0,1024,11000000.0,,,,-7.597,,,
969,204450,KODEX 차이나H레버리지(H),K Market,2X,2215.0,5081,11000000.0,0.45,-1.99,-5.54,10.75,-4.11,-28.78,18.13
970,499150,SOL 미국S&P500엔화노출(H),K Market,1X,10855.0,1024,11000000.0,,,,-5.5846,,,
971,400570,KODEX 유럽탄소배출권선물ICE(H),K Market,1X,11850.0,992,11000000.0,,,,5.3982,,,
972,0123S0,HANARO 26-12 은행채(AA+이상)액티브,K Market,1X,10200.0,1166,11000000.0,,,,0.691,,,
973,401470,KODEX 메타버스액티브,K Market,1X,9350.0,1272,11000000.0,,,,-7.4753,,,
974,381560,HANARO Fn전기&수소차,K Market,1X,17225.0,658,11000000.0,,,,-11.8404,,,
975,0005C0,RISE 미국S&P500엔화노출(합성 H),K Market,1X,11240.0,991,11000000.0,,,,-5.3255,,,
976,0007N0,아이엠에셋 200,K Market,1X,112500.0,104,11000000.0,,,,-14.8379,,,
977,489860,KIWOOM 글로벌전력GRID인프라,K Market,1X,14770.0,732,10000000.0,,,,-18.3962,,,
978,0226G0,WON 피지컬AI TOP2플러스액티브,K Market,1X,12335.0,832,10000000.0,,,,,,,
979,0001P0,마이티 바이오시밀러&CDMO액티브,K Market,1X,8480.0,1238,10000000.0,,,,-6.9377,,,
980,469530,RISE 미국달러선물인버스,K Market,-1X,9560.0,1089,10000000.0,0.63,-1.7,1.92,13.34,11.42,1.81,
981,367740,HANARO Fn5G산업,K Market,1X,43605.0,234,10000000.0,,,,-8.7246,,,
982,364690,KODEX 혁신기술테마액티브,K Market,1X,39715.0,255,10000000.0,,,,-17.4639,,,
983,486240,DAISHIN AI반도체&인프라액티브,K Market,1X,30665.0,316,9000000.0,,,,-11.5303,,,
984,497510,ACE 글로벌빅파마,K Market,1X,12675.0,771,9000000.0,,,,-3.6259,,,
985,375770,KODEX 탄소효율그린뉴딜,K Market,1X,25565.0,358,9000000.0,,,,-13.0841,,,
986,438560,SOL 국고채3년,K Market,1X,100275.0,90,9000000.0,,,,0.3801,,,
987,0002C0,에셋플러스 인도일등기업포커스20액티브,K Market,1X,10130.0,973,9000000.0,,,,-4.9813,,,
988,267440,RISE 미국장기국채선물(H),K Market,1X,7995.0,1177,9000000.0,,,,-2.2005,,,
989,272910,ACE 중장기국공채액티브,K Market,1X,105835.0,89,9000000.0,,,,0.4977,,,
990,454780,KIWOOM 종합채권(AA-이상)액티브,K Market,1X,99540.0,97,9000000.0,,,,,,,
991,253280,RISE 헬스케어,K Market,1X,11805.0,845,9000000.0,,,,-9.1332,,,
992,332930,HANARO 200TR,K Market,1X,146890.0,66,9000000.0,,,,-14.6079,,,
993,0229F0,마이티 신약포커스바이오액티브,K Market,1X,7950.0,1249,9000000.0,,,,,,,
994,494180,TIME 글로벌소비트렌드액티브,K Market,1X,12955.0,715,9000000.0,,,,-4.8835,,,
995,181480,ACE 미국부동산리츠(합성 H),K Market,1X,82050.0,101,8000000.0,,,,-1.5507,,,
996,491700,HK 200,K Market,1X,114910.0,75,8000000.0,,,,-15.2435,,,
997,280940,KODEX 골드선물인버스(H),K Market,-1X,3470.0,2376,8000000.0,-0.29,2.36,6.93,-6.34,2.51,-16.69,-51.2
998,419420,KODEX 미국클린에너지나스닥,K Market,1X,8790.0,928,8000000.0,,,,-30.476,,,
999,278620,PLUS 단기채권액티브,K Market,1X,119125.0,75,8000000.0,,,,0.8293,,,
1000,375760,HANARO 탄소효율그린뉴딜,K Market,1X,25015.0,344,8000000.0,,,,-14.281,,,
1001,138920,KODEX 콩선물(H),K Market,1X,13095.0,640,8000000.0,,,,15.7263,,,
1002,289670,PLUS 국채선물10년,K Market,1X,51865.0,170,8000000.0,,,,-0.2971,,,
1003,435530,KIWOOM TDF2030액티브 적격,K Market,1X,15025.0,552,8000000.0,,,,-9.965,,,
1004,100910,KIWOOM KRX100,K Market,1X,17540.0,447,7000000.0,,,,-16.9328,,,
1005,407830,에셋플러스 글로벌플랫폼액티브,K Market,1X,14840.0,522,7000000.0,,,,-10.4582,,,
1006,404260,KODEX 기후변화솔루션,K Market,1X,23690.0,305,7000000.0,,,,-10.446,,,
1007,253240,KIWOOM 200선물인버스,K Market,-1X,1250.0,6088,7000000.0,-6.86,-1.42,-6.58,6.75,-43.69,-71.1,-78.87
1008,373790,KIWOOM 미국방어배당성장나스닥,K Market,1X,14945.0,530,7000000.0,,,,-10.5315,,,
1009,498610,RISE 인도디지털성장,K Market,1X,7810.0,947,7000000.0,,,,-8.6238,,,
1010,225030,TIGER 미국S&P500선물인버스(H),K Market,-1X,2240.0,3378,7000000.0,-1.75,-0.67,-0.88,-4.27,-15.95,-13.91,-37.08
1011,336160,RISE 금융채액티브,K Market,1X,100025.0,75,7000000.0,,,,0.5136,,,
1012,281990,RISE 중소형고배당,K Market,1X,17710.0,420,7000000.0,,,,5.1517,,,
1013,310080,RISE 중국MSCI China(H),K Market,1X,9270.0,760,7000000.0,,,,4.3181,,,
1014,453060,HANARO KOFR금리액티브(합성),K Market,1X,111635.0,71,7000000.0,,,,0.7443,,,
1015,385710,TIME K이노베이션액티브,K Market,1X,10110.0,788,7000000.0,,,,-21.2766,,,
1016,316300,ACE 싱가포르리츠,K Market,1X,12240.0,499,6000000.0,,,,-13.7437,,,
1017,0047N0,PLUS 차이나AI테크TOP10,K Market,1X,9450.0,733,6000000.0,,,,-11.5495,,,
1018,225060,TIGER 이머징마켓MSCI레버리지(합성 H),K Market,2X,17085.0,390,6000000.0,8.37,-1.58,6.15,1.18,44.85,67.2,145.62
1019,292050,RISE KRX300,K Market,1X,50785.0,131,6000000.0,,,,-14.5689,,,
1020,0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,K Market,1X,10780.0,558,6000000.0,,,,-2.344,,,
1021,491630,RISE 미국반도체인버스(합성 H),K Market,-1X,4860.0,1363,6000000.0,-12.75,-8.04,-13.75,2.1,-52.28,-67.69,
1022,251590,PLUS 고배당저변동50,K Market,1X,17065.0,354,6000000.0,,,,6.1176,,,
1023,495750,HANARO 코리아밸류업,K Market,1X,32700.0,195,6000000.0,,,,-14.7089,,,
1024,291620,KIWOOM 코스닥150선물인버스,K Market,-1X,4275.0,1542,6000000.0,-2.29,-0.23,0.47,4.01,11.33,-27.66,-35.03
1025,472720,TRUSTON 주주가치액티브,K Market,1X,25900.0,239,6000000.0,,,,-10.0502,,,
1026,449690,TIGER 한중반도체(합성),K Market,1X,50800.0,123,6000000.0,,,,-20.4922,,,
1027,442090,에셋플러스 코리아대장장이액티브,K Market,1X,30465.0,197,6000000.0,,,,-8.6963,,,
1028,433220,에셋플러스 글로벌대장장이액티브,K Market,1X,29445.0,208,6000000.0,,,,-19.0208,,,
1029,402460,HANARO Fn K-메타버스MZ,K Market,1X,14465.0,430,6000000.0,,,,-9.4975,,,
1030,390400,KODEX 미국스마트모빌리티S&P,K Market,1X,6775.0,756,5000000.0,,,,-21.0479,,,
1031,0133E0,TIGER 차이나증권,K Market,1X,8490.0,635,5000000.0,,,,-16.8735,,,
1032,0000H0,KODEX 인도Nifty미드캡100,K Market,1X,10040.0,532,5000000.0,,,,-13.6402,,,
1033,322400,HANARO e커머스,K Market,1X,9650.0,608,5000000.0,,,,-9.0172,,,
1034,275750,RISE 코스닥150선물인버스,K Market,-1X,2425.0,2419,5000000.0,-2.81,-0.61,-0.21,3.85,11.75,-27.07,-35.85
1035,451000,PLUS 종합채권(AA-이상)액티브,K Market,1X,107165.0,50,5000000.0,,,,-0.1627,,,
1036,0189Z0,DAISHIN 금융&지주고배당,K Market,1X,10360.0,415,4000000.0,,,,6.9418,,,
1037,457700,KODEX 53-09 국고채액티브,K Market,1X,9090.0,532,4000000.0,,,,-3.064,,,
1038,0084D0,KIWOOM 미국테크100월간목표헤지액티브,K Market,1X,11350.0,403,4000000.0,,,,-10.9303,,,
1039,315270,TIGER 200커뮤니케이션서비스,K Market,1X,18880.0,255,4000000.0,,,,-4.8494,,,
1040,395150,KODEX 웹툰&드라마,K Market,1X,1831.0,2732,4000000.0,,,,4.1119,,,
1041,435040,ACE 글로벌브랜드TOP10,K Market,1X,19115.0,221,4000000.0,,,,-6.5484,,,
1042,391670,HK 베스트일레븐액티브,K Market,1X,29785.0,147,4000000.0,,,,-19.9574,,,
1043,261920,ACE MSCI필리핀(합성),K Market,1X,11550.0,379,4000000.0,,,,-17.2773,,,
1044,131890,ACE 삼성그룹동일가중,K Market,1X,39960.0,104,4000000.0,,,,-5.1942,,,
1045,440640,ACE 단기채권알파액티브,K Market,1X,112835.0,44,4000000.0,,,,0.8264,,,
1046,0132D0,KoAct 글로벌K컬처밸류체인액티브,K Market,1X,9060.0,528,4000000.0,,,,1.1198,,,
1047,476310,RISE 글로벌비만산업TOP2+,K Market,1X,9215.0,515,4000000.0,,,,-12.1992,,,
1048,289250,TIGER MSCI KOREA ESG유니버설,K Market,1X,35945.0,123,4000000.0,,,,-13.1994,,,
1049,108590,TREX 200,K Market,1X,111520.0,43,4000000.0,,,,-14.8416,,,
1050,465620,ACE 미국빅테크TOP7 Plus인버스(합성),K Market,-1X,6390.0,526,3000000.0,-2.52,-3.26,-2.59,-1.16,-16.2,-22.02,
1051,368190,HANARO Fn K-뉴딜디지털플러스,K Market,1X,7605.0,416,3000000.0,,,,-0.4642,,,
1052,474920,에셋플러스 차이나일등기업포커스10액티브,K Market,1X,18025.0,223,3000000.0,,,,-14.2105,,,
1053,474390,SOL 국고채30년액티브,K Market,1X,40465.0,76,3000000.0,,,,-2.9174,,,
1054,0084E0,KIWOOM 미국대형주500월간목표헤지액티브,K Market,1X,10050.0,362,3000000.0,,,,-11.1295,,,
1055,272570,RISE 중장기국공채액티브,K Market,1X,107530.0,33,3000000.0,,,,0.2839,,,
1056,0017Y0,1Q 종합채권(AA-이상)액티브,K Market,1X,93960.0,36,3000000.0,,,,-0.1592,,,
1057,269370,TIGER S&P글로벌인프라(합성),K Market,1X,16320.0,232,3000000.0,,,,-16.2922,,,
1058,341850,TIGER 리츠부동산인프라채권,K Market,1X,4610.0,854,3000000.0,,,,4.8699,,,
1059,291130,ACE MSCI멕시코(합성),K Market,1X,17135.0,214,3000000.0,,,,-14.4279,,,
1060,429980,SOL 한국형글로벌전기차&2차전지액티브,K Market,1X,16875.0,223,3000000.0,,,,-19.1409,,,
1061,0214M0,MIDAS 바이오헬스케어액티브,K Market,1X,9340.0,376,3000000.0,,,,,,,
1062,304760,HANARO KRX300,K Market,1X,48715.0,67,3000000.0,,,,-15.3547,,,
1063,0191W0,HANARO 중기종합채권(A-이상)액티브,K Market,1X,100815.0,30,3000000.0,,,,0.6584,,,
1064,442260,마이티 다이나믹퀀트액티브,K Market,1X,39275.0,75,2000000.0,,,,-15.8729,,,
1065,140570,RISE 수출주,K Market,1X,25930.0,102,2000000.0,,,,-5.5933,,,
1066,279540,KODEX 최소변동성,K Market,1X,21270.0,107,2000000.0,,,,-7.7812,,,
1067,304670,KODEX 미국30년국채울트라선물인버스(H),K Market,-1X,12410.0,216,2000000.0,-1.35,0.36,0.49,4.59,3.85,7.67,14.56
