순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
567,441540,HANARO Fn조선해운,K Market,1X,26585.0,10706,281000000.0,,,,-9.045,,,
568,487130,KoAct AI인프라액티브,K Market,1X,29915.0,9337,280000000.0,,,,-12.4294,,,
569,337160,KODEX 200ESG,K Market,1X,49150.0,5662,278000000.0,,,,-14.8827,,,
570,491090,KODEX 미국테크TOP3플러스,K Market,1X,18490.0,14994,276000000.0,,,,-0.8278,,,
571,337140,KODEX 코스피대형주,K Market,1X,37025.0,7265,272000000.0,,,,-15.3224,,,
572,138910,KODEX 구리선물(H),K Market,1X,10265.0,26231,271000000.0,,,,6.6008,,,
573,453950,TIGER TSMC파운드리밸류체인,K Market,1X,32635.0,8176,268000000.0,,,,-22.9926,,,
574,305050,ACE 코스피,K Market,1X,72695.0,3614,264000000.0,,,,-13.6944,,,
575,428510,KODEX 차이나AI테크액티브,K Market,1X,23665.0,11041,263000000.0,,,,-28.8803,,,
576,0216Z0,ACE K방산TOP5+,K Market,1X,8875.0,30286,263000000.0,,,,,,,
577,291630,KIWOOM 코스닥150선물레버리지,K Market,2X,3535.0,74469,261000000.0,5.52,0.57,-2.62,-34.35,-54.82,-25.03,-40.98
578,256750,KODEX 차이나심천ChiNext(합성),K Market,1X,15105.0,17338,260000000.0,,,,-28.3051,,,
579,0040S0,HANARO 글로벌피지컬AI액티브,K Market,1X,23745.0,10917,258000000.0,,,,-21.4781,,,
580,0174J0,DAISHIN 오피스리츠플러스,K Market,1X,8720.0,28822,253000000.0,,,,2.9701,,,
581,195920,TIGER 일본TOPIX(합성 H),K Market,1X,35270.0,7096,250000000.0,,,,2.019,,,
582,227560,TIGER 200 생활소비재,K Market,1X,12520.0,19802,245000000.0,,,,4.3977,,,
583,219390,RISE 미국S&P원유생산기업(합성 H),K Market,1X,8050.0,30866,244000000.0,,,,16.5925,,,
584,302190,TIGER 중장기국채,K Market,1X,49870.0,4776,238000000.0,,,,-0.07,,,
585,245710,ACE 베트남VN30(합성),K Market,1X,28635.0,8193,233000000.0,,,,-12.2478,,,
586,0193K0,PLUS 삼성전자단일종목레버리지,K Market,2X,14010.0,16628,230000000.0,24.98,10.23,18.93,-44.7,,,
587,466810,BNK 2차전지양극재,K Market,1X,5780.0,39162,228000000.0,,,,-0.7686,,,
588,464310,TIGER 글로벌AI&로보틱스 INDXX,K Market,1X,13495.0,16812,224000000.0,,,,-15.912,,,
589,0115E0,KODEX 코리아소버린AI,K Market,1X,14210.0,16041,224000000.0,,,,-3.7037,,,
590,0184N0,PLUS 은채권혼합,K Market,1X,8720.0,25232,223000000.0,,,,-2.4431,,,
591,415920,PLUS 글로벌희토류&전략자원생산기업,K Market,1X,6470.0,33956,223000000.0,,,,-30.641,,,
592,464930,TIGER 글로벌혁신블루칩TOP10,K Market,1X,20560.0,10887,223000000.0,,,,-4.515,,,
593,440650,ACE 미국달러단기채권액티브,K Market,1X,11390.0,19741,223000000.0,,,,-11.1717,,,
594,0088N0,WON K-글로벌수급상위,K Market,1X,11050.0,20088,222000000.0,,,,-7.0411,,,
595,0185L0,TIME 글로벌휴머노이드로봇산업액티브,K Market,1X,7225.0,30674,221000000.0,,,,-26.3507,,,
596,497780,KoAct 미국천연가스인프라액티브,K Market,1X,10165.0,22220,221000000.0,,,,-13.9566,,,
597,459750,RISE 글로벌주식분산액티브,K Market,1X,17750.0,12532,221000000.0,,,,-9.646,,,
598,417630,TIGER KEDI혁신기업ESG30,K Market,1X,19400.0,11023,215000000.0,,,,-5.7989,,,
599,479520,RISE KOFR금리액티브(합성),K Market,1X,106580.0,2003,213000000.0,,,,0.7371,,,
600,0089B0,PLUS 미국나스닥100미국채혼합50,K Market,1X,11215.0,18778,210000000.0,,,,-9.7992,,,
601,444490,WON 미국S&P500,K Market,1X,20095.0,10487,210000000.0,,,,-7.2023,,,
602,464470,PLUS 미국채30년액티브,K Market,1X,46670.0,4488,209000000.0,,,,-15.5194,,,
603,0013P0,RISE 미국은행TOP10,K Market,1X,12295.0,17449,207000000.0,,,,-13.7025,,,
604,360150,KODEX 코스닥150롱코스피200숏선물,K Market,1X,2980.0,69815,206000000.0,,,,-1.4852,,,
605,0194N0,KIWOOM 삼성전자선물단일종목레버리지,K Market,2X,12850.0,16247,206000000.0,26.41,9.97,20.37,-43.92,,,
606,0080X0,SOL 미국S&P500미국채혼합50,K Market,1X,10725.0,19368,206000000.0,,,,-10.8218,,,
607,0103T0,1Q K소버린AI,K Market,1X,8255.0,25122,204000000.0,,,,-0.5482,,,
608,394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),K Market,1X,10525.0,19458,204000000.0,,,,-21.7343,,,
609,210780,TIGER 코스피고배당,K Market,1X,23240.0,8647,200000000.0,,,,6.2024,,,
610,300610,TIGER K게임,K Market,1X,5375.0,37313,200000000.0,,,,-0.4643,,,
611,454320,HANARO CAPEX설비투자iSelect,K Market,1X,43370.0,4694,199000000.0,,,,-5.3161,,,
612,385550,RISE 단기채권알파액티브,K Market,1X,114330.0,1745,199000000.0,,,,0.7935,,,
613,0150K0,KoAct 수소전력ESS인프라액티브,K Market,1X,10915.0,18214,198000000.0,,,,3.203,,,
614,147970,TIGER 모멘텀,K Market,1X,80070.0,2441,197000000.0,,,,-15.904,,,
615,409810,KODEX 미국나스닥100선물인버스(H),K Market,-1X,5315.0,37048,196000000.0,-5.51,-3.63,-4.75,-3.71,-22.8,-20.85,-47.74
616,277540,ACE 아시아TOP50,K Market,1X,32905.0,5950,193000000.0,,,,-12.8267,,,
617,0192L0,RISE SK하이닉스단일종목레버리지,K Market,2X,10275.0,18881,193000000.0,11.02,-0.87,18.31,-63.62,,,
618,0035T0,PLUS 글로벌휴머노이드로봇액티브,K Market,1X,19350.0,9964,192000000.0,,,,-16.0688,,,
619,456250,KODEX 유럽명품TOP10 STOXX,K Market,1X,7945.0,24390,192000000.0,,,,-18.6888,,,
620,227540,TIGER 200 헬스케어,K Market,1X,18300.0,10510,192000000.0,,,,7.9289,,,
621,204480,TIGER 차이나CSI300레버리지(합성),K Market,2X,22865.0,8360,191000000.0,1.44,1.44,-5.67,-36.0,-16.28,1.82,32.18
622,447660,PLUS 애플채권혼합,K Market,1X,13905.0,13793,191000000.0,,,,1.0145,,,
623,456680,TIGER 차이나전기차레버리지(합성),K Market,2X,5120.0,36914,189000000.0,1.19,-3.76,-22.19,-49.28,-52.98,-37.22,-37.25
624,0138T0,RISE 미국S&P500데일리고정커버드콜,K Market,1X,9345.0,19658,183000000.0,,,,-7.5464,,,
625,0155N0,HANARO K휴머노이드테마TOP10,K Market,1X,7785.0,23595,183000000.0,,,,-6.8841,,,
626,491610,1Q CD금리액티브(합성),K Market,1X,105070.0,1747,183000000.0,,,,0.7671,,,
627,143850,TIGER 미국S&P500선물(H),K Market,1X,78200.0,2333,182000000.0,,,,4.1983,,,
628,183700,RISE 200채권혼합50,K Market,1X,97740.0,1854,181000000.0,,,,-7.1795,,,
629,399110,SOL 미국S&P500ESG,K Market,1X,20640.0,8785,180000000.0,,,,-7.8663,,,
630,0007F0,KODEX 27-12 회사채(AA-이상)액티브,K Market,1X,10185.0,17661,179000000.0,,,,0.7418,,,
631,0215T0,HANARO 미국AI광통신TOP10,K Market,1X,9055.0,19709,178000000.0,,,,,,,
632,438900,HANARO Fn K-푸드,K Market,1X,10820.0,16542,178000000.0,,,,6.7512,,,
633,487750,BNK 온디바이스AI,K Market,1X,33710.0,5222,178000000.0,,,,-12.33,,,
634,0139P0,ACE 고배당주,K Market,1X,13355.0,13327,176000000.0,,,,4.3583,,,
635,195980,PLUS 신흥국MSCI(합성 H),K Market,1X,15640.0,11136,174000000.0,,,,1.1046,,,
636,468370,KODEX iShares미국인플레이션국채액티브,K Market,1X,10315.0,16819,172000000.0,,,,-13.1675,,,
637,0118S0,SOL 미국넥스트테크TOP10액티브,K Market,1X,10905.0,15386,171000000.0,,,,-21.2047,,,
638,461580,TIGER 코스닥글로벌,K Market,1X,15445.0,11055,171000000.0,,,,-10.1072,,,
639,472840,IBK 200,K Market,1X,111315.0,1527,171000000.0,,,,-14.86,,,
640,364990,TIGER 게임TOP10,K Market,1X,4525.0,38137,169000000.0,,,,-7.8839,,,
641,450910,SOL 코스닥150,K Market,1X,13645.0,12231,168000000.0,,,,-11.5336,,,
642,228820,TIGER KTOP30,K Market,1X,19170.0,8668,166000000.0,,,,-11.5788,,,
643,0223R0,TIGER 미국테크NYSE100액티브,K Market,1X,9695.0,17055,166000000.0,,,,,,,
644,449780,KIWOOM 미국S&P500(H),K Market,1X,18875.0,8854,166000000.0,,,,4.2596,,,
645,0118Z0,ACE 미국AI테크핵심산업액티브,K Market,1X,8815.0,18782,165000000.0,,,,-11.867,,,
646,302450,RISE 코스피,K Market,1X,72640.0,2261,165000000.0,,,,-13.4005,,,
647,329660,KODEX TRF5050,K Market,1X,17705.0,9235,163000000.0,,,,-4.3578,,,
648,243890,TIGER 200에너지화학레버리지,K Market,2X,8380.0,19362,162000000.0,3.97,-13.34,1.09,-12.34,3.33,58.02,-18.08
649,458750,TIGER 미국배당다우존스타겟커버드콜1호,K Market,1X,12520.0,13053,162000000.0,,,,-6.0805,,,
650,266420,KODEX 헬스케어,K Market,1X,15650.0,10275,160000000.0,,,,-7.4778,,,
651,196230,RISE 단기통안채,K Market,1X,117040.0,1370,160000000.0,,,,0.5971,,,
652,139320,TIGER 금은선물(H),K Market,1X,18005.0,8713,157000000.0,,,,3.9435,,,
653,496020,WON 전단채플러스액티브,K Market,1X,52575.0,2991,157000000.0,,,,0.9697,,,
654,304940,KODEX 미국나스닥100선물(H),K Market,1X,33475.0,4577,154000000.0,,,,2.8945,,,
655,0113D0,TIME 글로벌탑픽액티브,K Market,1X,11890.0,12945,153000000.0,,,,-7.6147,,,
656,0203S0,WON 삼성전자현대차채권혼합50,K Market,1X,8620.0,17713,152000000.0,,,,-8.2891,,,
657,365000,TIGER 인터넷TOP10,K Market,1X,3505.0,43320,151000000.0,,,,-12.782,,,
658,104530,KIWOOM 코리아고배당,K Market,1X,17095.0,8747,149000000.0,,,,1.4658,,,
659,145670,ACE 인버스,K Market,-1X,1231.0,120368,148000000.0,-5.6,-0.97,-6.17,9.03,-43.14,-70.55,-78.23
660,371470,TIGER 차이나바이오테크SOLACTIVE,K Market,1X,8700.0,16945,147000000.0,,,,16.6002,,,
661,451600,PLUS 국고채30년액티브,K Market,1X,84340.0,1749,147000000.0,,,,-2.6552,,,
662,480260,TIGER 27-04회사채(A+이상)액티브,K Market,1X,53875.0,2739,147000000.0,,,,0.7292,,,
663,388280,RISE K엔터&여행레저,K Market,1X,7010.0,21020,146000000.0,,,,-13.125,,,
664,326240,RISE IT플러스,K Market,1X,44960.0,3198,145000000.0,,,,-15.5774,,,
665,289260,TIGER MSCI KOREA ESG리더스,K Market,1X,29460.0,4814,144000000.0,,,,-15.6661,,,
666,472830,RISE 미국30년국채커버드콜(합성),K Market,1X,7720.0,18698,143000000.0,,,,-16.0361,,,
667,475070,KoAct 글로벌친환경전력인프라액티브,K Market,1X,29665.0,4743,142000000.0,,,,-24.941,,,
668,0186L0,KoAct 미국로봇피지컬AI액티브,K Market,1X,9460.0,15076,142000000.0,,,,-22.0541,,,
669,289480,TIGER 200커버드콜,K Market,1X,13270.0,10556,140000000.0,,,,13.4485,,,
670,0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),K Market,1X,8910.0,15688,139000000.0,,,,-10.8516,,,
671,211560,TIGER 배당성장,K Market,1X,35000.0,3983,138000000.0,,,,0.7777,,,
672,0184V0,UNICORN K바이오액티브,K Market,1X,5155.0,26442,138000000.0,,,,-26.6573,,,
673,307510,TIGER 의료기기,K Market,1X,11890.0,11466,137000000.0,,,,-9.0339,,,
674,319640,TIGER 골드선물(H),K Market,1X,25325.0,5371,136000000.0,,,,3.7762,,,
675,200030,KODEX 미국S&P500산업재(합성),K Market,1X,39890.0,3442,136000000.0,,,,-16.2716,,,
676,245350,TIGER 유로스탁스배당30,K Market,1X,19080.0,7205,135000000.0,,,,-4.6583,,,
677,476450,KIWOOM 머니마켓액티브,K Market,1X,52880.0,2534,133000000.0,,,,0.8679,,,
678,442560,RISE TDF2040액티브 적격,K Market,1X,16430.0,8070,132000000.0,,,,-6.8562,,,
679,228800,TIGER 여행레저,K Market,1X,2645.0,49818,131000000.0,,,,-4.0073,,,
680,360140,KODEX 200롱코스닥150숏선물,K Market,1X,23345.0,5646,131000000.0,,,,-7.355,,,
681,261110,TIGER 미국달러선물레버리지,K Market,2X,15475.0,8480,129000000.0,-1.18,3.41,-3.55,-21.8,-18.55,-0.55,20.1
682,200250,KIWOOM 인도Nifty50(합성),K Market,1X,20410.0,6304,128000000.0,,,,-14.0851,,,
683,211900,KODEX 코리아배당성장,K Market,1X,28000.0,4615,128000000.0,,,,1.1721,,,
684,174350,TIGER 로우볼,K Market,1X,20720.0,6101,127000000.0,,,,8.8794,,,
685,455660,ACE 미국하이일드액티브(H),K Market,1X,9355.0,13579,127000000.0,,,,-0.0037,,,
686,0046Y0,ACE 미국배당퀄리티,K Market,1X,12355.0,10187,125000000.0,,,,-7.7816,,,
687,185680,KODEX 미국S&P바이오(합성),K Market,1X,45575.0,2704,125000000.0,,,,,,,
688,0144M0,KODEX 미국드론UAM TOP10,K Market,1X,6655.0,18505,124000000.0,,,,-22.4079,,,
689,0089C0,KODEX 미국S&P500변동성확대시커버드콜,K Market,1X,11350.0,11008,124000000.0,,,,-7.3526,,,
690,457690,KODEX 33-06 국고채액티브,K Market,1X,10445.0,11362,119000000.0,,,,0.0955,,,
691,0018Z0,RISE 미국양자컴퓨팅,K Market,1X,18060.0,6533,119000000.0,,,,-16.0002,,,
692,0154F0,WON 초대형IB&금융지주,K Market,1X,12330.0,9490,116000000.0,,,,2.6503,,,
693,404540,TIGER KRX기후변화솔루션,K Market,1X,23795.0,4803,116000000.0,,,,-11.2766,,,
694,0120J0,BNK 카카오그룹포커스,K Market,1X,7685.0,15066,115000000.0,,,,1.8012,,,
695,493420,SOL 미국배당다우존스2호,K Market,1X,12275.0,9165,111000000.0,,,,-5.8482,,,
696,0086B0,TIGER 리츠부동산인프라TOP10액티브,K Market,1X,9440.0,11675,111000000.0,,,,2.1232,,,
697,190620,ACE 단기통안채,K Market,1X,102115.0,1078,110000000.0,,,,0.6603,,,
698,0176E0,RISE 미국AI전력인프라액티브,K Market,1X,9715.0,11446,110000000.0,,,,-29.1561,,,
699,483330,ACE 마이크로소프트밸류체인액티브,K Market,1X,15325.0,7215,109000000.0,,,,4.5346,,,
700,491230,PLUS 국공채머니마켓액티브,K Market,1X,52600.0,2076,109000000.0,,,,0.8628,,,
701,464610,SOL 의료기기소부장Fn,K Market,1X,6680.0,16345,108000000.0,,,,-15.8529,,,
702,225130,ACE 골드선물 레버리지(합성 H),K Market,2X,46995.0,2285,108000000.0,-0.01,-3.06,-14.09,8.07,-4.22,14.74,199.18
703,153270,KIWOOM 코스피100,K Market,1X,85885.0,1251,108000000.0,,,,-16.4566,,,
704,252400,RISE 200선물레버리지,K Market,2X,108435.0,1003,108000000.0,12.92,0.91,10.81,-42.1,53.07,339.51,620.93
705,238720,ACE 일본Nikkei225(H),K Market,1X,47805.0,2261,107000000.0,,,,-6.4925,,,
706,464600,SOL 자동차소부장Fn,K Market,1X,23125.0,4700,107000000.0,,,,-17.1901,,,
707,412770,TIGER 글로벌AI플랫폼액티브,K Market,1X,12780.0,8396,107000000.0,,,,-21.5156,,,
708,371450,TIGER 글로벌클라우드컴퓨팅INDXX,K Market,1X,13990.0,7755,107000000.0,,,,19.6129,,,
709,495330,1Q 코리아밸류업,K Market,1X,32385.0,3312,107000000.0,,,,-14.6244,,,
710,482030,KoAct 반도체&2차전지핵심소재액티브,K Market,1X,9085.0,11385,105000000.0,,,,-9.2203,,,
711,364960,TIGER BBIG,K Market,1X,6165.0,17216,105000000.0,,,,-4.7806,,,
712,0114X0,RISE 글로벌게임테크TOP3Plus,K Market,1X,9000.0,11902,105000000.0,,,,5.791,,,
713,400970,TIGER Fn메타버스,K Market,1X,7115.0,14791,105000000.0,,,,-15.1808,,,
714,440910,WON 미국우주항공방산,K Market,1X,22675.0,4701,104000000.0,,,,-21.7665,,,
715,253230,KIWOOM 200선물인버스2X,K Market,-2X,68.0,1520112,103000000.0,-11.69,-4.23,-13.92,-1.45,-75.89,-94.38,-97.38
716,473440,ACE 11월만기자동연장회사채AA-이상액티브,K Market,1X,10860.0,9539,103000000.0,,,,0.882,,,
717,219480,KODEX 미국S&P500선물(H),K Market,1X,33485.0,3089,103000000.0,,,,4.7715,,,
718,309230,ACE 미국WideMoat동일가중,K Market,1X,29705.0,3416,101000000.0,,,,-3.5844,,,
719,461340,HANARO 글로벌생성형AI액티브,K Market,1X,44085.0,2261,100000000.0,,,,-10.1729,,,
720,379790,RISE 유로스탁스50(H),K Market,1X,16990.0,5907,100000000.0,,,,0.5807,,,
721,416090,ACE 중국과창판STAR50,K Market,1X,12850.0,7886,99000000.0,,,,-21.6616,,,
722,192720,파워 고배당저변동성,K Market,1X,57615.0,1723,99000000.0,,,,4.2129,,,
723,0104P0,TIGER 코리아배당다우존스위클리커버드콜,K Market,1X,10940.0,8997,98000000.0,,,,4.2442,,,
724,475380,RISE 글로벌리얼티인컴,K Market,1X,9975.0,9939,98000000.0,,,,-12.9621,,,
725,266360,KODEX K콘텐츠,K Market,1X,9340.0,10670,98000000.0,,,,-7.4205,,,
726,329670,KODEX TRF7030,K Market,1X,21765.0,4421,96000000.0,,,,-6.5103,,,
727,0049K0,ACE 미국배당퀄리티채권혼합50,K Market,1X,11015.0,8705,95000000.0,,,,-4.4585,,,
728,415760,SOL 차이나육성산업액티브(합성),K Market,1X,13080.0,7339,95000000.0,,,,-22.3689,,,
729,0117L0,KODEX 26-12 금융채(AA-이상)액티브,K Market,1X,10175.0,9328,94000000.0,,,,0.792,,,
730,468630,KODEX iShares미국투자등급회사채액티브,K Market,1X,10565.0,8920,94000000.0,,,,-13.8792,,,
731,352540,KODEX 일본부동산리츠(H),K Market,1X,10905.0,8610,94000000.0,,,,-0.4393,,,
732,429760,PLUS 미국S&P500,K Market,1X,19485.0,4816,93000000.0,,,,-7.0951,,,
733,401170,RISE 메타버스,K Market,1X,10555.0,8827,92000000.0,,,,-15.8364,,,
734,276990,KODEX 글로벌로봇(합성),K Market,1X,24780.0,3641,91000000.0,,,,-16.4418,,,
735,0047R0,RISE 팔란티어고정테크100,K Market,1X,15470.0,5903,91000000.0,,,,5.2479,,,
736,483570,KCGI 미국S&P500 TOP10,K Market,1X,16025.0,5717,91000000.0,,,,-2.0745,,,
737,195930,TIGER 유로스탁스50(합성 H),K Market,1X,23080.0,3932,91000000.0,,,,0.2604,,,
738,152380,KODEX 국채선물10년,K Market,1X,64465.0,1399,90000000.0,,,,-0.6061,,,
739,325020,KODEX 배당가치,K Market,1X,29605.0,3056,90000000.0,,,,-0.2461,,,
740,227570,TIGER 우량가치,K Market,1X,20925.0,4284,89000000.0,,,,6.7198,,,
741,101280,KODEX 일본TOPIX100,K Market,1X,30455.0,2950,89000000.0,,,,-5.5295,,,
742,458210,KIWOOM CD금리액티브(합성),K Market,1X,110825.0,809,89000000.0,,,,0.7865,,,
743,0119H0,KODEX 28-12 회사채(AA-이상)액티브,K Market,1X,9910.0,8578,85000000.0,,,,0.4052,,,
744,0152E0,SOL 배당성향탑픽액티브,K Market,1X,10680.0,8034,85000000.0,,,,-1.9858,,,
745,182480,TIGER 미국MSCI리츠(합성 H),K Market,1X,13290.0,6310,83000000.0,,,,-2.7839,,,
746,0004G0,1Q 미국배당TOP30,K Market,1X,8640.0,9706,83000000.0,,,,-7.4256,,,
747,495940,RISE 미국AI테크액티브,K Market,1X,19620.0,4124,81000000.0,,,,-13.9606,,,
748,487950,KODEX 대만테크고배당다우존스,K Market,1X,13210.0,6226,81000000.0,,,,-9.6051,,,
749,476690,TIGER 글로벌비만치료제TOP2Plus,K Market,1X,10010.0,8065,80000000.0,,,,-9.5832,,,
750,489290,WON 미국빌리어네어,K Market,1X,15025.0,5328,79000000.0,,,,-3.8807,,,
751,300950,KODEX 게임산업,K Market,1X,5340.0,15010,79000000.0,,,,-6.0499,,,
752,306530,HANARO 코스닥150선물레버리지,K Market,2X,7035.0,11448,79000000.0,5.39,0.57,-3.03,-33.85,-55.39,-26.06,-41.74
753,0172Y0,ACE K수출핵심TOP10산업액티브,K Market,1X,9460.0,8490,78000000.0,,,,-16.4483,,,
754,488480,RISE 일본섹터TOP4Plus,K Market,1X,12815.0,6147,78000000.0,,,,-10.1039,,,
755,301400,PLUS 코스닥150,K Market,1X,14035.0,5493,78000000.0,,,,-11.5731,,,
756,380340,ACE 코리아AI테크핵심산업,K Market,1X,27960.0,2764,77000000.0,,,,-17.7061,,,
757,0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,K Market,1X,102300.0,743,76000000.0,,,,0.9023,,,
758,0067Y0,TIGER 차이나AI소프트웨어,K Market,1X,9950.0,7893,76000000.0,,,,-28.4813,,,
759,102960,KODEX 기계장비,K Market,1X,13530.0,5666,75000000.0,,,,-15.2299,,,
760,395170,KODEX Top10동일가중,K Market,1X,15500.0,4788,75000000.0,,,,-23.4687,,,
761,437070,KODEX 아시아달러채권ESG플러스액티브,K Market,1X,57580.0,1292,74000000.0,,,,-13.036,,,
762,0115C0,RISE 미국고배당다우존스TOP10,K Market,1X,10665.0,6947,74000000.0,,,,-7.5432,,,
763,498860,RISE 코리아금융고배당,K Market,1X,16450.0,4450,73000000.0,,,,-2.604,,,
764,122260,KIWOOM 통안채1년,K Market,1X,104225.0,674,70000000.0,,,,0.5886,,,
765,140710,KODEX 운송,K Market,1X,6670.0,10621,70000000.0,,,,12.8112,,,
766,456200,PLUS 미국달러SOFR금리액티브(합성),K Market,1X,59050.0,1174,69000000.0,,,,-11.0164,,,
767,284980,RISE 200금융,K Market,1X,22870.0,3054,69000000.0,,,,3.1921,,,
768,0153P0,ACE 리츠부동산인프라액티브,K Market,1X,9530.0,7220,68000000.0,,,,4.5721,,,
769,359210,KODEX 코스피TR,K Market,1X,36475.0,1841,67000000.0,,,,-14.1502,,,
770,248270,TIGER S&P글로벌헬스케어(합성),K Market,1X,25780.0,2623,67000000.0,,,,-2.4694,,,
771,476070,KODEX 글로벌비만치료제TOP2 Plus,K Market,1X,10460.0,6338,67000000.0,,,,-4.8733,,,
772,449580,RISE 테슬라애플아마존채권혼합,K Market,1X,16285.0,4081,66000000.0,,,,-0.7107,,,
773,452250,ACE 미국30년국채선물레버리지(합성 H),K Market,2X,4670.0,14303,66000000.0,2.19,-0.95,-1.27,-9.32,-8.88,-16.4,-35.72
774,152870,파워 200,K Market,1X,112985.0,570,65000000.0,,,,-14.4922,,,
775,0207Z0,KIWOOM 미국우주데이터센터인프라,K Market,1X,7175.0,9023,65000000.0,,,,-17.4183,,,
776,0093D0,KoAct 팔란티어밸류체인액티브,K Market,1X,18310.0,3592,65000000.0,,,,-14.9054,,,
777,217780,TIGER 차이나CSI300인버스(합성),K Market,-1X,5630.0,11542,64000000.0,-0.35,-0.97,2.27,21.86,3.11,-10.25,-32.37
778,442550,RISE TDF2030액티브 적격,K Market,1X,14725.0,4389,64000000.0,,,,-5.4492,,,
779,435540,KIWOOM TDF2040액티브 적격,K Market,1X,17055.0,3747,63000000.0,,,,-10.578,,,
780,322410,HANARO K고배당,K Market,1X,22830.0,2774,63000000.0,,,,4.6621,,,
781,0194R0,KIWOOM SK하이닉스선물단일종목레버리지,K Market,2X,9820.0,6463,63000000.0,11.78,-1.35,17.04,-63.94,,,
782,114460,ACE 국고채3년,K Market,1X,99925.0,626,62000000.0,,,,0.3335,,,
783,275980,TIGER 글로벌4차산업혁신기술(합성 H),K Market,1X,23650.0,2638,62000000.0,,,,-1.345,,,
784,494420,PLUS 미국배당증가성장주데일리커버드콜,K Market,1X,8705.0,7283,62000000.0,,,,-12.231,,,
785,490330,KoAct 미국치매&뇌질환치료제액티브,K Market,1X,13585.0,4547,62000000.0,,,,-11.2404,,,
786,427120,RISE AI플랫폼,K Market,1X,5120.0,12034,62000000.0,,,,5.0968,,,
787,0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),K Market,1X,7815.0,7869,61000000.0,,,,-14.8956,,,
788,385520,KODEX 자율주행액티브,K Market,1X,15665.0,3886,61000000.0,,,,-12.4723,,,
789,387270,TIGER 글로벌이노베이션액티브,K Market,1X,26025.0,2354,61000000.0,,,,-14.6743,,,
790,473490,KIWOOM 글로벌AI반도체,K Market,1X,31965.0,1862,60000000.0,,,,-11.2822,,,
791,0099L0,ACE 우량회사채(AA-이상)액티브,K Market,1X,99510.0,607,60000000.0,,,,0.7844,,,
792,385590,ACE ESG액티브,K Market,1X,24600.0,2447,60000000.0,,,,-12.8685,,,
793,413930,WON AI ESG액티브,K Market,1X,28215.0,2145,60000000.0,,,,-17.4735,,,
794,261120,TIGER 미국달러선물인버스2X,K Market,-2X,5475.0,10713,59000000.0,1.67,-3.35,3.79,28.07,22.62,0.2,-15.48
795,105010,TIGER 라틴35,K Market,1X,6350.0,9274,58000000.0,,,,-9.1575,,,
796,450190,KODEX 한중반도체(합성),K Market,1X,51410.0,1143,58000000.0,,,,-20.6707,,,
797,430500,KIWOOM 물가채KIS,K Market,1X,112735.0,513,57000000.0,,,,-0.5546,,,
798,481430,RISE 국고채10년액티브,K Market,1X,97490.0,585,57000000.0,,,,-0.6942,,,
799,287180,PLUS 미국나스닥테크,K Market,1X,55955.0,1017,57000000.0,,,,-10.8493,,,
800,486830,HANARO 머니마켓액티브,K Market,1X,53400.0,1049,56000000.0,,,,0.9068,,,
801,447430,ACE 주주환원가치주액티브,K Market,1X,16190.0,3470,56000000.0,,,,7.0087,,,
802,371870,ACE 차이나항셍테크,K Market,1X,6455.0,8797,56000000.0,,,,-11.1499,,,
803,419650,PLUS 글로벌수소&차세대연료전지,K Market,1X,5030.0,10763,54000000.0,,,,-18.3509,,,
804,0137W0,KIWOOM 미국S&P500&GOLD,K Market,1X,10350.0,5344,54000000.0,,,,-7.4306,,,
805,195970,PLUS 선진국MSCI(합성 H),K Market,1X,16215.0,3357,54000000.0,,,,2.1752,,,
806,445150,KODEX 친환경조선해운액티브,K Market,1X,27700.0,1990,54000000.0,,,,-10.1371,,,
807,0008E0,ACE 미국중심중소형제조업,K Market,1X,11425.0,4767,54000000.0,,,,-28.4864,,,
808,449770,KIWOOM 미국S&P500,K Market,1X,20935.0,2617,54000000.0,,,,-7.3442,,,
809,440340,TIGER 글로벌멀티에셋TIF액티브,K Market,1X,11680.0,4605,53000000.0,,,,-11.5973,,,
810,276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),K Market,1X,7585.0,7020,53000000.0,,,,4.2836,,,
811,381570,HANARO Fn친환경에너지,K Market,1X,9825.0,5429,53000000.0,,,,-4.8804,,,
812,352560,KODEX 미국부동산리츠(H),K Market,1X,11845.0,4457,52000000.0,,,,-1.7242,,,
813,396510,TIGER 차이나클린에너지SOLACTIVE,K Market,1X,6880.0,7692,52000000.0,,,,-24.9863,,,
814,407310,HANARO 200 TOP10,K Market,1X,16705.0,3193,52000000.0,,,,-16.3423,,,
815,496120,ACE 코리아밸류업,K Market,1X,34030.0,1518,51000000.0,,,,-13.324,,,
816,137610,TIGER 농산물선물Enhanced(H),K Market,1X,5950.0,8577,50000000.0,,,,17.2139,,,
817,394660,TIGER 글로벌자율주행&전기차SOLACTIVE,K Market,1X,15315.0,3271,50000000.0,,,,-22.8371,,,
818,0036Z0,RISE 미국천연가스밸류체인,K Market,1X,12000.0,4109,48000000.0,,,,-9.8312,,,
